Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/11 11:06:52 PM GMT+5:30,20,Male,Once a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,Keyword,Multiple pages,1,No,Never,Changed my mind or no longer need the item,Often,No,Occasionally,Sometimes,2,Yes,3,5,Competitive prices,.,185676
2023/06/06 6:35:33 PM GMT+5:30,32,Male,Less than once a month,Home and Kitchen,Yes,Few times a month,nan,First page,3,Maybe,Sometimes,High shipping costs,Rarely,Yes,Moderately,No,3,Sometimes,5,2,Competitive prices,Reducing packaging waste,200207
2023/06/05 1:32:57 PM GMT+5:30,53,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,No,Few times a week,Filter,Multiple pages,1,Yes,Always,High shipping costs,Rarely,No,Heavily,No,2,No,2,2,Competitive prices,Reducing packaging waste,405051
2023/06/08 5:17:10 PM GMT+5:30,4,Female,Once a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Filter,First page,5,Yes,Often,Changed my mind or no longer need the item,Never,No,Heavily,Yes,3,No,3,2,Product recommendations,Product quality and accuracy,178120
2023/06/11 10:55:58 PM GMT+5:30,15,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,categories,First page,1,Maybe,Sometimes,others,Always,Yes,Heavily,Yes,4,No,4,5,All the above,better app interface and lower shipping charges,112555
2023/06/12 3:35:24 PM GMT+5:30,65,Male,Few times a month,Clothing and Fashion;others,Yes,Rarely,others,Multiple pages,5,Maybe,Always,Found a better price elsewhere,Never,No,Occasionally,No,1,Sometimes,2,2,User-friendly website/app interface,Nil,828157
2023/06/08 5:20:43 PM GMT+5:30,44,Prefer not to say,Once a week,Groceries and Gourmet Food,No,Few times a week,others,First page,3,No,Always,Changed my mind or no longer need the item,Sometimes,No,Heavily,No,3,Sometimes,1,1,Customer service,No problems with Amazon,775190
2023/06/07 2:40:30 PM GMT+5:30,18,Others,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Sometimes,Few times a month,others,Multiple pages,3,Yes,Never,Found a better price elsewhere,Often,Yes,Heavily,No,5,Yes,5,2,Competitive prices,Reducing packaging waste,326787
2023/06/08 5:54:49 PM GMT+5:30,41,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Sometimes,Multiple times a day,Filter,Multiple pages,5,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Yes,1,Sometimes,3,4,Quick delivery,Customer service responsiveness,764255
2023/06/07 12:29:31 PM GMT+5:30,29,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,Multiple pages,4,Maybe,Always,High shipping costs,Often,Yes,Rarely,Yes,3,Yes,5,1,User-friendly website/app interface,Nil,746492
2023/06/06 7:15:48 PM GMT+5:30,26,Male,Once a week,Beauty and Personal Care;Home and Kitchen;others,No,Few times a week,Filter,First page,5,Maybe,Often,others,Often,No,Moderately,No,1,Sometimes,4,3,Customer service,Scrolling option would be much better than going to next page,203051
2023/06/11 11:17:41 PM GMT+5:30,62,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,others,First page,3,Maybe,Rarely,Changed my mind or no longer need the item,Always,No,Rarely,Sometimes,5,No,1,2,All the above,Nothing,293945
2023/06/08 5:19:23 PM GMT+5:30,31,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Few times a month,nan,Multiple pages,1,Maybe,Sometimes,others,Often,Yes,Heavily,Yes,4,Yes,5,5,Quick delivery,UI,583225
2023/06/05 9:56:08 PM GMT+5:30,64,Others,Once a month,others,Sometimes,Rarely,others,First page,2,Maybe,Never,Changed my mind or no longer need the item,Never,No,Moderately,Sometimes,5,Yes,2,3,Customer service ,User interface ,626077
2023/06/08 3:27:57 AM GMT+5:30,36,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Keyword,Multiple pages,1,Maybe,Never,Changed my mind or no longer need the item,Sometimes,No,Heavily,No,5,No,3,4,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues ,631403
2023/06/11 11:21:30 PM GMT+5:30,8,Others,Multiple times a week,Groceries and Gourmet Food,Sometimes,Multiple times a day,others,Multiple pages,4,No,Always,Found a better price elsewhere,Never,No,Moderately,No,1,Yes,1,2,Wide product selection,No problems with Amazon,142213
2023/06/06 7:08:47 PM GMT+5:30,19,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Often,No,Never,No,3,Yes,2,1,Product recommendations,Customer service responsiveness,397936
2023/06/05 10:53:16 AM GMT+5:30,32,Others,Once a month,Home and Kitchen;others,Yes,Rarely,categories,First page,3,Maybe,Sometimes,High shipping costs,Rarely,No,Heavily,Sometimes,3,Yes,5,3,Competitive prices,I don't have any problem with Amazon,949708
2023/06/07 10:44:42 PM GMT+5:30,7,Female,Once a month,Home and Kitchen,Yes,Few times a month,categories,First page,3,No,Never,High shipping costs,Always,No,Never,Sometimes,1,No,1,2,Wide product selection,Nil,938161
2023/06/11 11:01:04 PM GMT+5:30,40,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Rarely,categories,Multiple pages,5,Maybe,Always,High shipping costs,Rarely,Yes,Occasionally,Yes,5,Sometimes,3,2,All the above,.,858121
2023/06/06 3:02:38 PM GMT+5:30,23,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Multiple times a day,Filter,First page,5,Maybe,Rarely,Found a better price elsewhere,Always,No,Heavily,Sometimes,3,No,3,1,Customer service ,Customer service responsiveness,805266
2023/06/05 4:50:33 PM GMT+5:30,47,Others,Few times a month,Home and Kitchen;others,Yes,Few times a week,others,Multiple pages,3,No,Often,Found a better price elsewhere,Never,No,Occasionally,Yes,5,Sometimes,1,3,User-friendly website/app interface,Reducing packaging waste,936299
2023/06/06 9:08:39 PM GMT+5:30,62,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,others,Multiple pages,5,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,2,Wide product selection,User interface of app,889860
2023/06/05 1:28:44 PM GMT+5:30,46,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,categories,Multiple pages,5,No,Often,High shipping costs,Sometimes,Yes,Never,No,3,Yes,5,5,Wide product selection,.,688063
2023/06/07 12:39:08 PM GMT+5:30,64,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,others,First page,2,No,Always,High shipping costs,Always,No,Moderately,No,2,No,4,2,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,436562
2023/06/07 9:20:34 AM GMT+5:30,35,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,nan,First page,4,No,Rarely,Changed my mind or no longer need the item,Often,No,Never,Sometimes,3,Sometimes,4,1,Customer service ,Nil,699609
2023/06/09 2:42:24 PM GMT+5:30,66,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,nan,First page,4,Maybe,Rarely,High shipping costs,Never,Yes,Never,No,1,Yes,5,4,Wide product selection,Nil,840347
2023/06/07 9:28:09 AM GMT+5:30,65,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,others,First page,5,No,Often,High shipping costs,Always,Yes,Never,Yes,2,No,4,3,Customer service ,Add more familiar brands to the list,394159
2023/06/09 4:29:50 PM GMT+5:30,42,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,categories,First page,5,No,Often,Found a better price elsewhere,Rarely,No,Moderately,Sometimes,3,Yes,1,4,User-friendly website/app interface,Scrolling option would be much better than going to next page,363698
2023/06/08 9:39:30 PM GMT+5:30,9,Prefer not to say,Less than once a month,Beauty and Personal Care,No,Few times a week,Keyword,First page,5,Yes,Always,High shipping costs,Never,Yes,Heavily,Sometimes,3,No,2,3,Customer service,I don't have any problem with Amazon,295863
2023/06/09 3:17:31 PM GMT+5:30,66,Prefer not to say,Multiple times a week,Home and Kitchen,No,Rarely,nan,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Rarely,No,Heavily,Sometimes,1,Yes,5,1,User-friendly website/app interface,better app interface and lower shipping charges,579039
2023/06/08 3:30:05 AM GMT+5:30,67,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,Filter,First page,3,Maybe,Rarely,others,Sometimes,Yes,Rarely,Yes,5,Yes,5,4,Quick delivery,Product quality and accuracy,363773
2023/06/07 5:26:20 PM GMT+5:30,10,Male,Multiple times a week,Beauty and Personal Care,No,Few times a month,Keyword,First page,1,Yes,Sometimes,Found a better price elsewhere,Always,No,Heavily,No,3,Yes,2,3,User-friendly website/app interface,No problems with Amazon,304280
2023/06/09 9:31:57 AM GMT+5:30,34,Male,Once a week,Home and Kitchen,No,Rarely,Keyword,First page,3,Maybe,Never,High shipping costs,Always,No,Rarely,No,5,No,3,3,Customer service ,Reducing packaging waste,922277
2023/06/09 4:31:06 PM GMT+5:30,5,Others,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,Keyword,First page,3,No,Often,Found a better price elsewhere,Never,Yes,Occasionally,Yes,1,No,2,1,Quick delivery,Customer service responsiveness,456282
2023/06/08 7:46:31 PM GMT+5:30,6,Female,Once a month,Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,nan,First page,1,Maybe,Always,High shipping costs,Rarely,No,Rarely,No,2,Yes,5,2,User-friendly website/app interface,Nothing,165272
2023/06/04 8:46:02 PM GMT+5:30,30,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,No,Rarely,nan,Multiple pages,1,No,Never,Changed my mind or no longer need the item,Often,Yes,Heavily,No,3,Yes,2,1,Wide product selection,UI,124024
2023/06/07 9:21:10 PM GMT+5:30,9,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,categories,First page,2,Maybe,Never,Found a better price elsewhere,Never,Yes,Occasionally,No,5,Yes,3,5,Wide product selection,No problems with Amazon,201733
2023/06/07 6:16:51 PM GMT+5:30,46,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Filter,Multiple pages,1,No,Always,High shipping costs,Sometimes,No,Moderately,Yes,4,Yes,3,1,Wide product selection,Quality of product is very poor according to the big offers,511114
2023/06/12 3:57:52 PM GMT+5:30,43,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,nan,Multiple pages,3,Yes,Rarely,Changed my mind or no longer need the item,Never,Yes,Never,No,5,Yes,3,2,Wide product selection,No problems with Amazon,585514
2023/06/08 3:28:23 AM GMT+5:30,23,Male,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Filter,Multiple pages,5,No,Never,Found a better price elsewhere,Sometimes,Yes,Never,Sometimes,5,Sometimes,1,1,Customer service ,I don't have any problem with Amazon,414254
2023/06/04 9:22:58 PM GMT+5:30,13,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,4,No,Always,others,Often,Yes,Moderately,Yes,2,Yes,3,2,Quick delivery,UI,898009
2023/06/11 11:22:55 PM GMT+5:30,49,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,others,First page,5,No,Always,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,2,Yes,3,5,Wide product selection,Product quality and accuracy,833323
2023/06/06 7:10:55 PM GMT+5:30,4,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a month,Filter,Multiple pages,5,Yes,Rarely,Found a better price elsewhere,Sometimes,Yes,Rarely,No,1,Sometimes,2,3,Customer service,Scrolling option would be much better than going to next page,883181
2023/06/16 9:16:05 AM GMT+5:30,16,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,nan,Multiple pages,2,Yes,Sometimes,Changed my mind or no longer need the item,Always,Yes,Rarely,No,1,No,5,3,Product recommendations,Quality of product is very poor according to the big offers,868179
2023/06/05 2:46:25 PM GMT+5:30,29,Female,Multiple times a week,Groceries and Gourmet Food,Sometimes,Rarely,nan,Multiple pages,5,No,Often,others,Never,No,Never,No,1,No,1,5,Product recommendations,Irrelevant product suggestions,224777
2023/06/07 11:07:55 PM GMT+5:30,44,Male,Once a week,Home and Kitchen,Sometimes,Multiple times a day,others,First page,5,No,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,4,No,4,4,.,I have no problem with Amazon yet. But others tell me about the refund issues ,579108
2023/06/12 3:59:59 PM GMT+5:30,57,Others,Multiple times a week,others,No,Few times a month,Filter,Multiple pages,5,No,Often,High shipping costs,Never,No,Never,Sometimes,1,Sometimes,4,3,Competitive prices,Add more familiar brands to the list,885941
2023/06/06 6:40:30 PM GMT+5:30,6,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Rarely,nan,First page,4,Yes,Sometimes,Changed my mind or no longer need the item,Often,No,Heavily,No,5,Sometimes,4,1,User-friendly website/app interface,No problems with Amazon,531268
2023/06/08 5:28:09 PM GMT+5:30,17,Female,Multiple times a week,Clothing and Fashion;others,Yes,Rarely,categories,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,5,Sometimes,4,3,User-friendly website/app interface,Nil,747455
2023/06/08 5:39:54 PM GMT+5:30,7,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,4,Maybe,Rarely,Changed my mind or no longer need the item,Always,No,Moderately,Sometimes,3,Sometimes,3,4,.,UI,750715
2023/06/08 5:34:27 PM GMT+5:30,5,Male,Once a week,Home and Kitchen,Yes,Few times a month,Keyword,Multiple pages,4,Yes,Always,Found a better price elsewhere,Never,No,Never,Sometimes,1,No,2,3,.,User interface of app,903957
2023/06/04 5:28:06 PM GMT+5:30,62,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,categories,First page,2,Maybe,Often,others,Often,Yes,Occasionally,Yes,3,Yes,2,4,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,421117
2023/06/08 5:52:26 PM GMT+5:30,65,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,4,Yes,Never,others,Always,No,Moderately,No,5,Yes,4,5,Competitive prices,Add more familiar brands to the list,216602
2023/06/05 1:45:30 PM GMT+5:30,63,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a month,others,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,No,2,Yes,2,2,User-friendly website/app interface,User interface of app,623966
2023/06/11 11:03:34 PM GMT+5:30,20,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,categories,Multiple pages,1,Yes,Rarely,High shipping costs,Rarely,Yes,Never,No,4,Sometimes,5,1,Customer service ,No problems with Amazon,529368
2023/06/08 5:14:30 PM GMT+5:30,64,Prefer not to say,Once a week,others,Yes,Few times a week,nan,Multiple pages,3,No,Always,Found a better price elsewhere,Often,No,Moderately,Sometimes,1,Yes,3,4,All the above,Customer service responsiveness,875950
2023/06/07 11:48:25 AM GMT+5:30,63,Others,Once a week,others,Sometimes,Few times a month,Filter,First page,4,Yes,Sometimes,High shipping costs,Always,Yes,Moderately,No,1,Sometimes,2,3,Customer service,User interface ,176872
2023/06/08 7:00:57 AM GMT+5:30,64,Male,Multiple times a week,others,Sometimes,Few times a week,categories,First page,2,Yes,Rarely,Found a better price elsewhere,Often,No,Heavily,No,1,No,5,5,Customer service,Irrelevant product suggestions,413517
2023/06/04 6:01:59 PM GMT+5:30,42,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,No,Rarely,nan,Multiple pages,4,Maybe,Never,others,Always,No,Occasionally,No,2,Sometimes,3,3,All the above,Shipping speed and reliability,336439
2023/06/11 11:04:17 PM GMT+5:30,56,Male,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,Keyword,First page,2,Yes,Always,Changed my mind or no longer need the item,Often,Yes,Never,Sometimes,3,No,2,2,Wide product selection,better app interface and lower shipping charges,581500
